source_link,keyword
https://www.aa.com.tr/tr/dunyadan-spor/neustaedter-ve-rauscha-ceza/1098624,yer hareketleri
https://www.aa.com.tr/tr/dunyadan-spor/sharapova-korta-galibiyetle-dondu/874050,zemin kayması
https://www.aa.com.tr/tr/dunyadan-spor/son-sampiyon-djokovic-avustralya-acika-galibiyetle-basladi/3108596,zemin kayması
https://www.aa.com.tr/tr/dunyadan-spor/turkiye-artistik-cimnastikte-ilk-kez-takim-kotasiyla-olimpiyatlarda-yer-alacak/3281259,yer hareketleri
https://www.aa.com.tr/tr/dunyadan-spor/turkiye-aticilikta-7-sporcuyla-madalya-arayacak/3280538,kaya çökmesi
https://www.aa.com.tr/tr/dunyadan-spor/uefadan-arsenal-ve-kolne-sorusturma/911235,zemin kayması
https://www.aa.com.tr/tr/dunyadan-spor/voleybolda-avrupanin-en-buyugu-belli-oluyor/1480428,yamaç kayması
https://www.aa.com.tr/tr/egitim/bordan-uretilen-yapi-enjeksiyon-malzemesiyle-depremlerdeki-sivilasmanin-onune-gecilmesi-hedefleniyor/2266014,zemin çökmesi
https://www.aa.com.tr/tr/egitim/meb-okullarla-ilgili-yol-haritasini-aciklayacak/1400839,kaya kayması
https://www.aa.com.tr/tr/egitim/okullarindaki-engelli-arkadaslari-icin-engellere-gol-projesini-gelistirdiler/3324613,yer hareketleri
https://www.aa.com.tr/tr/ekonomi/133-osbde-1484-yatirim-yeri-sanayicilerin-tahsisine-acildi/3354296,yer hareketleri
https://www.aa.com.tr/tr/ekonomi/8-dunya-yatirimci-haftasi-basladi/3353925,yer hareketleri
https://www.aa.com.tr/tr/ekonomi/abali-kayak-merkezi-50-bin-kayakseveri-agirladi/3149684,kaya devrilmesi
https://www.aa.com.tr/tr/ekonomi/adanada-ekim-alani-genisleyen-yer-fistiginda-rekoltede-yuzde-30-artis-bekleniyor/3309992,yer hareketleri
https://www.aa.com.tr/tr/ekonomi/altin-2016dan-bu-yana-en-yuksek-ceyreklik-kazancina-ulasti/3357334,heyelan
https://www.aa.com.tr/tr/ekonomi/altindaki-dusus-durdurulamiyor/211881,zemin hareketi
https://www.aa.com.tr/tr/ekonomi/asiri-sicaklar-ayciceginde-verim-kaybina-neden-olabilir/2948337,kaya düşmesi
https://www.aa.com.tr/tr/ekonomi/aso-uyelerinin-karbon-vergisi-yukunu-dusurmek-icin-harekete-gecti/2597983,yer hareketleri
https://www.aa.com.tr/tr/ekonomi/bakan-karaismailoglu-ulastirma-altyapilari-sayesinde-13-4-milyar-dolarlik-yillik-tasarrufumuz-var/2460789,çamur akması
https://www.aa.com.tr/tr/ekonomi/bakan-kirisci-sivilasma-vasfi-olan-tarim-arazisinden-faydan-uzak-duracagiz/2840342,zemin kayması
https://www.aa.com.tr/tr/ekonomi/borlu-yapi-enjeksiyon-malzemesine-tubitak-destegi/2365278,zemin kayması
https://www.aa.com.tr/tr/ekonomi/brent-petrolde-10-dolarin-ayak-sesleri/1814041,"kaya çökmesi,kaya düşmesi"
https://www.aa.com.tr/tr/ekonomi/calisma-bakani-isikhan-istihdami-destekleyici-calismalarimizi-surdurecegiz/3357364,heyelan
https://www.aa.com.tr/tr/ekonomi/cam-fistigi-ailelere-gecim-kaynagi-oldu-/1628504,kaya devrilmesi
https://www.aa.com.tr/tr/ekonomi/cevre-sehircilik-ve-iklim-degisikligi-bakani-ozhaseki-yerinde-donusum-projesine-245-bin-vatandasimiz-basvurdu/3063661,"zemin hareketi,zemin kayması"
https://www.aa.com.tr/tr/ekonomi/ciftciye-asiri-yagislara-karsi-toprak-kalitesini-guclendirin-uyarisi/2593888,toprak hareketi
https://www.aa.com.tr/tr/ekonomi/cin-deki-yavaslama-alman-bmw-in-satislarini-olumsuz-etkiliyor/3357386,heyelan
https://www.aa.com.tr/tr/ekonomi/corumda-yapimi-devam-eden-kirkdilim-tunellerinde-sona-geliniyor/2152052,kaya düşmesi
https://www.aa.com.tr/tr/ekonomi/destek-paketi-sayesinde-dusuk-taksitlerle-konutu-guclendirmek-mumkun/2850470,zemin çökmesi
https://www.aa.com.tr/tr/ekonomi/dev-yapi-market-zincirine-bir-yillik-konkordato-/1532828,kaya çökmesi
https://www.aa.com.tr/tr/ekonomi/dogal-gaz-ithalati-kasimda-yuzde-32-1-artisla-5-1-milyar-metrekup-oldu/2124212,kaya yuvarlanması
https://www.aa.com.tr/tr/ekonomi/dunyada-ekonomi-artik-doguya-kayiyor/1624620,kaya kayması
https://www.aa.com.tr/tr/ekonomi/dunyanin-elektrik-ihtiyacinin-yuzde-10u-nukleer-enerjiden-saglaniyor/2171065,"kaya yuvarlanması,kaya devrilmesi"
https://www.aa.com.tr/tr/ekonomi/elder-fatura-tahsilatlarinin-ertelenmesi-salgin-surecini-kapsamiyor-/1889193,kaya kayması
https://www.aa.com.tr/tr/ekonomi/emtia-fiyatlari-dolardaki-yukselisle-coktu/23975,yer çökmesi
https://www.aa.com.tr/tr/ekonomi/enerji-krizinin-cozumu-temiz-donusumu-hizlandirmaktan-geciyor/2668987,kaya çökmesi
https://www.aa.com.tr/tr/ekonomi/epdk-lisanssiz-elektrik-yonetmeliginin-hedefi-tuketicilere-yansiyacak-ilave-maliyetleri-engellemek-/2689766,kaya çökmesi
https://www.aa.com.tr/tr/ekonomi/esinin-yadigari-sirketi-dunyaya-acti/1504128,zemin kayması
https://www.aa.com.tr/tr/ekonomi/gazze-israilin-cevre-tahribati-nedeniyle-on-yillar-boyunca-yasanamaz-hale-gelebilir/3085515,kaya çökmesi
https://www.aa.com.tr/tr/ekonomi/gazzeye-saldirilar-filistin-ekonomisinin-ilk-ceyrekte-yuzde-35-daralmasina-neden-oldu/3259880,yer çökmesi
https://www.aa.com.tr/tr/ekonomi/gazzeye-saldirilar-filistin-ekonomisinin-ilk-ceyrekte-yuzde-35-daralmasina-neden-oldu/3259880#!,yer çökmesi
https://www.aa.com.tr/tr/ekonomi/gelir-idaresi-baskanligindan-aciklama/1602635,yer çökmesi
https://www.aa.com.tr/tr/ekonomi/genc-beyinler-turkiyenin-2053-ulastirma-vizyonuna-projeleriyle-katki-sagladilar/3280528,zemin kayması
https://www.aa.com.tr/tr/ekonomi/gunes-enerjisi-yatirimlari-2030-olmadan-toplam-petrol-ve-gaz-harcamalarini-asabilir/2922951,kaya devrilmesi
https://www.aa.com.tr/tr/ekonomi/gunes-paneli-sanayicileri-muhtemel-afetlere-karsi-hem-teknik-hem-ekonomik-tedbir-aliyor/3347207,zemin kayması
https://www.aa.com.tr/tr/ekonomi/guneydoguda-is-dunyasi-yeni-donemden-umutlu/461366,kaya hareketi
https://www.aa.com.tr/tr/ekonomi/hak-is-37-yasinda/316393,çamur hareketi
https://www.aa.com.tr/tr/ekonomi/hobi-evleri-koy-arazisinin-degerine-deger-katti-/1324705,zemin kayması
https://www.aa.com.tr/tr/ekonomi/iea-baskani-birol-time-dergisinin-dunyanin-en-etkili-100-kisisi-listesindeki-tek-turk-oldu/2365612,kaya çökmesi
https://www.aa.com.tr/tr/ekonomi/iklim-finansmaninda-adil-ve-kapsayici-cozum-icin-g20-toplantilari-son-sans-olabilir/2296618,kaya kayması
https://www.aa.com.tr/tr/ekonomi/ilbanktan-rizeye-3-yilda-214-milyon-332-bin-liralik-yatirim-destegi/2304315,zemin hareketi
https://www.aa.com.tr/tr/ekonomi/ilbanktan-samsuna-660-milyon-liralik-destek/2700108,zemin hareketi
https://www.aa.com.tr/tr/ekonomi/ilk-deniz-ruzgari-projesinde-ege-denizi-one-cikiyor/1073050,"kaya yuvarlanması,kaya devrilmesi"
https://www.aa.com.tr/tr/ekonomi/japonlar-sari-elmas-yiyecek-urunun-degeri-artacak/953359,kaya hareketi
https://www.aa.com.tr/tr/ekonomi/kahramanmarasta-1-milyar-ton-bakir-rezervi-bulundu/202697,yer hareketleri
https://www.aa.com.tr/tr/ekonomi/karpuz-ureticisi-bu-sezon-gulmek-istiyor/1061729,çamur akması
https://www.aa.com.tr/tr/ekonomi/kayseri-seker-pancar-atiklarindan-sivi-gubre-uretti/2926723,toprak sürüklenmesi
https://www.aa.com.tr/tr/ekonomi/konutta-talep-deprem-riski-dusuk-bolgelere-kayiyor/3328239,zemin kayması
https://www.aa.com.tr/tr/ekonomi/konya-ovasindaki-ciftcilere-obruklari-doldurmayin-uyarisi/2796746,yer çökmesi
https://www.aa.com.tr/tr/ekonomi/kovid-19-salgini-enerji-yatirimlarinda-tarihin-en-buyuk-dususune-sebep-olacak-/1854467,kaya düşmesi
https://www.aa.com.tr/tr/ekonomi/kritik-dogal-gaz-altyapilari-depreme-karsi-yer-his-ile-korunacak/2449820,yer hareketleri
https://www.aa.com.tr/tr/ekonomi/kuresel-ekonominin-yeni-bas-agrisi-italya/1161502,kaya hareketi
https://www.aa.com.tr/tr/ekonomi/kuresel-gida-ve-tarimsal-tuketimde-guney-asya-ve-hindistanin-payi-10-yilda-keskin-artis-gosterecek/3263671,kaya kayması
https://www.aa.com.tr/tr/ekonomi/kuresel-petrol-talebi-kovid-19-sebebiyle-yuzde-20-azalabilir-/1781318,kaya hareketi
https://www.aa.com.tr/tr/ekonomi/manda-sutu-kadin-ciftcinin-elinde-afyon-kaymagina-donusuyor/2711703,yamaç kayması
https://www.aa.com.tr/tr/ekonomi/merkez-bankasi-hukumete-acik-mektup-gonderdi/1379250,yer hareketleri
https://www.aa.com.tr/tr/ekonomi/misir-ithalatinda-tarife-kontenjani-uygulanacak/3357115,yer hareketleri
https://www.aa.com.tr/tr/ekonomi/nadir-toprak-elementlerinin-ticaretine-getirilen-kisitlamalarin-yesil-donusumu-tehdit-edebilecegi-belirtildi-/3096089,toprak hareketi
https://www.aa.com.tr/tr/ekonomi/oecd-isletme-ve-bireyler-uzerindeki-vergilerin-azaltilmasi-egilimi-tersine-donuyor/3346312,kaya kayması
https://www.aa.com.tr/tr/ekonomi/ons-altinda-satis-baskisinin-temmuzda-da-devam-etmesi-bekleniyor/2293388,kaya kayması
https://www.aa.com.tr/tr/ekonomi/orduda-hedef-yilda-16-milyon-organik-yumurta/1496063,kaya düşmesi
https://www.aa.com.tr/tr/ekonomi/ortalamanin-uzerine-cikan-kasim-yagislari-trakyali-ciftciye-umut-oldu/3076747,kaya yuvarlanması
https://www.aa.com.tr/tr/ekonomi/rusya-petrol-uretiminde-dunya-liderligini-korudu/1219680,kaya yuvarlanması
https://www.aa.com.tr/tr/ekonomi/sanliurfada-ciftciye-kuraklik-darbesi/574174,kaya düşmesi
https://www.aa.com.tr/tr/ekonomi/sap-hastaligi-nedeniyle-durdurulan-hayvan-hareketleri-kisitlamasi-asilama-sonrasi-28-nisanda-kaldirilacak/2881403,yer hareketleri
https://www.aa.com.tr/tr/ekonomi/sosyal-medyadan-vergi-ihbari-donemi-/3228616,yer hareketleri
https://www.aa.com.tr/tr/ekonomi/ticaret-borsalarinda-agustosta-33-bin-tonu-askin-findik-islem-gordu/3357384,heyelan
https://www.aa.com.tr/tr/ekonomi/tmo-baris-pinari-harekati-bolgesinde-hububat-alimina-basladi/1991398,toprak hareketi
https://www.aa.com.tr/tr/ekonomi/tpaoya-21-petrol-arama-ruhsati-verildi/1362534,"kaya yuvarlanması,kaya devrilmesi"
https://www.aa.com.tr/tr/ekonomi/trakyada-aycicegi-ekimi-yaklasirken-derin-surumle-topragin-nemini-kaybetmeyin-uyarisi-/2796836,"kaya yuvarlanması,çamur akması,kaya devrilmesi,kaya kayması"
https://www.aa.com.tr/tr/ekonomi/tuik-enflasyon-sepetini-guncelledi/2805352,yer çökmesi
https://www.aa.com.tr/tr/ekonomi/tupras-ve-opet-icin-karar-gunu-29-ocak/190631,yer hareketleri
https://www.aa.com.tr/tr/ekonomi/turizm-hareketleri-icin-ic-turizmi-olcme-sistemi-kurulacak/1635171,yer hareketleri
https://www.aa.com.tr/tr/ekonomi/turk-gunes-panelleri-afetlere-meydan-okuyor/3352097,kaya çökmesi
https://www.aa.com.tr/tr/ekonomi/turkiye-agaclandirmada-dunya-ucuncusu/1504920,kaya yuvarlanması
https://www.aa.com.tr/tr/ekonomi/turkiyenin-kaya-petrolu-potansiyeline-estonya-ilgisi/674943,"kaya yuvarlanması,kaya devrilmesi"
https://www.aa.com.tr/tr/ekonomi/turkiyenin-kornison-tursusu-ihracati-9-ayda-113-milyon-dolari-asti/3357353,heyelan
https://www.aa.com.tr/tr/ekonomi/turkiyenin-yerli-ve-milli-patates-tohumlari-laboratuvarda-uretiliyor-/1854905,kaya devrilmesi
https://www.aa.com.tr/tr/ekonomi/turyid-baskani-kaya-demirer-kisa-calisma-odenegi-icin-mutesekkiriz/2218014,kaya düşmesi
https://www.aa.com.tr/tr/ekonomi/ucuncu-koprunun-baglantili-yollarina-yid-ihalesi/201032,toprak hareketi
https://www.aa.com.tr/tr/ekonomi/uluslararasi-enerji-ajansi-baskani-birol-g20yi-petroldeki-cokusu-onlemeye-cagirdi/1796681,kaya çökmesi
https://www.aa.com.tr/tr/ekonomi/uluslararasi-yatirimlarin-salgin-sonrasi-teknoloji-agirlikli-sektorlerde-yogunlasmasi-bekleniyor/2128709,toprak hareketi
https://www.aa.com.tr/tr/ekonomi/yer-alti-suyu-envanteri-yeniden-belirlenecek/235384,yer çökmesi
https://www.aa.com.tr/tr/ekonomi/yusufeli-merkez-viyadugu-yarin-hizmete-acilacak/3245263,kaya düşmesi
https://www.aa.com.tr/tr/enerjiterminali/analiz/iranda-cia-mi6nin-musaddiki-devirmesi-ve-abd-iran-iliskilerinde-kapanmayan-yara-1953-darbesi/43026,zemin hareketi
https://www.aa.com.tr/tr/enerjiterminali/dogal-gaz/aksa-dogalgaz-ile-osaka-gasdan-afetlere-yonelik-ortak-calisma/43848,yer hareketleri
https://www.aa.com.tr/tr/enerjiterminali/elektrik/turk-gunes-panelleri-afetlere-meydan-okuyor/43771,kaya çökmesi
https://www.aa.com.tr/tr/enerjiterminali/genel/anagold-madencilikten-erzincanda-maden-ocagindaki-toprak-kaymasina-iliskin-aciklama/40643,"toprak kayması,yer kayması"
https://www.aa.com.tr/tr/enerjiterminali/genel/hareket-proje-tasimaciligi-katara-47-vinc-teslim-etti/42307,yer hareketleri
https://www.aa.com.tr/tr/enerjiterminali/gunes/gunes-paneli-sanayicileri-muhtemel-afetlere-karsi-hem-teknik-hem-ekonomik-tedbir-aliyor/43696,zemin kayması
https://www.aa.com.tr/tr/enerjiterminali/maden/enerji-ve-tabii-kaynaklar-bakanligindan-erzincanda-maden-ocagindaki-toprak-kaymasina-iliskin-aciklama/40642,"toprak kayması,yer kayması"
https://www.aa.com.tr/tr/enerjiterminali/petrol/orta-doguda-ateskes-ihtimali-sonrasi-petrol-fiyatlari-yukselis-egilimini-kaybetmeye-devam-ediyor/41662,kaya hareketi
https://www.aa.com.tr/tr/enerjiterminali/yatirimlar/nadir-toprak-elementlerinin-ticaretine-getirilen-kisitlamalarin-yesil-donusumu-tehdit-edebilecegi-belirtildi-/40033,toprak hareketi
https://www.aa.com.tr/tr/futbol/a-milli-futbol-takimi-euro-2024-hazirliklarini-surdurdu/3238372,yer hareketleri
https://www.aa.com.tr/tr/futbol/a-milli-futbol-takimi-hirvatistan-maci-hazirliklarina-basladi/3012908,yer hareketleri
https://www.aa.com.tr/tr/futbol/a-milli-futbol-takimi-karadag-macinin-hazirliklarina-basladi/3354499,yer hareketleri
https://www.aa.com.tr/tr/futbol/antalyasporun-israilli-futbolcusu-jehezkel-ulkesine-donecek/3108717,zemin hareketi
https://www.aa.com.tr/tr/futbol/caykur-rizespor-stat-zeminini-iyi-bir-futbolcu-parasina-yeniliyor/3244627,zemin çökmesi
https://www.aa.com.tr/tr/futbol/fenerbahce-baskani-koc-bir-camia-var-ki-bizim-tarafa-dokunmaktan-kacinmiyor/2649374,kaya hareketi
https://www.aa.com.tr/tr/futbol/fenerbahce-galatasaray-rekabetinden-ilginc-notlar/2781838,kaya çökmesi
https://www.aa.com.tr/tr/futbol/galatasarayin-borcu-aciklandi/1104555,yer hareketleri
https://www.aa.com.tr/tr/futbol/konyaspor-bate-borisov-maci-hazirliklarina-devam-etti/2644651,yer hareketleri
https://www.aa.com.tr/tr/futbol/konyaspor-taraftarlarindan-mehmetcike-destek-/1052039,zemin hareketi
https://www.aa.com.tr/tr/futbol/super-ligde-sezonun-son-derbisi-bugun-yapilacak/2913127,kaya çökmesi
https://www.aa.com.tr/tr/futbol/super-ligden-7-kulup-pfdkye-sevk-edildi/3123369,kaya hareketi
https://www.aa.com.tr/tr/futbol/tff-tahkim-kurulu-jorge-jesusun-1-maclik-cezasini-onadi/2830458,çamur hareketi
https://www.aa.com.tr/tr/futbol/tffde-kurullar-yeniden-olusturuldu/621799,kaya çökmesi
https://www.aa.com.tr/tr/futbol/turk-sporunun-sinyor-lakapli-efsanesi-can-bartu/2205074,çamur akması
https://www.aa.com.tr/tr/g20-turkiye/turkiye-irakin-toprak-butunlugunden-yana/915081,toprak hareketi
https://www.aa.com.tr/tr/geleneksel-sanatlarda-ustalar/huseyin-ustanin-toprak-su-ve-atesle-gecen-mesaisi-/1235368,çamur akması
https://www.aa.com.tr/tr/gundem,heyelan
https://www.aa.com.tr/tr/gundem/20-soruda-kentsel-donusumde-yarisi-bizden-kampanyasinin-merak-edilenleri-/2879886,zemin kayması
https://www.aa.com.tr/tr/gundem/28-guneydogu-avrupa-savunma-bakanlari-toplantisi-ankarada-yapildi/3061901,toprak sürüklenmesi
https://www.aa.com.tr/tr/gundem/3-noktada-meydana-gelen-heyelan-nedeniyle-kapanan-hakkari-van-kara-yolu-ulasima-acildi/2322159,heyelan
https://www.aa.com.tr/tr/gundem/5-parlamenterler-arasi-kudus-platformu-konferansi-sonuc-deklarasyonu-yayimlandi/3206497,yer hareketleri
https://www.aa.com.tr/tr/gundem/abant-taskesti-kara-yolu-heyelan-riski-nedeniyle-ulasima-kapatildi/2569050,heyelan
https://www.aa.com.tr/tr/gundem/adanada-5-5-ve-4-4-buyuklugunde-depremler/2953518,"kaya yuvarlanması,kaya devrilmesi"
https://www.aa.com.tr/tr/gundem/adanada-deprem-sonrasi-kaya-dusmesi-tehlikesi-uyarisi/2953782,"kaya düşmesi,kaya hareketi"
https://www.aa.com.tr/tr/gundem/adanada-depremde-2-kisinin-oldugu-apartmanin-muteahhidi-ve-muhendisine-dava/2965028,zemin çökmesi
https://www.aa.com.tr/tr/gundem/adanada-depremde-96-kisinin-oldugu-apartmanin-muteahhidine-62-kez-muebbet-ve-865-yil-hapis/3343377,zemin kayması
https://www.aa.com.tr/tr/gundem/adanada-heyelana-neden-olan-kaya-parcalari-kontrollu-dusuruluyor/2876378,"kaya yuvarlanması,kaya devrilmesi"
https://www.aa.com.tr/tr/gundem/adanada-saganak-nedeniyle-toprak-kaymasi-yasandi-/2606343,"toprak çökmesi,toprak kayması,yer kayması"
https://www.aa.com.tr/tr/gundem/adiyamanda-selde-kaybolan-2-kisiyi-arama-calismalari-suruyor/2846939,"toprak sürüklenmesi,kaya çökmesi"
https://www.aa.com.tr/tr/gundem/adiyamanda-zemini-kayan-agir-hasarli-bina-kontrollu-sekilde-yikildi/3077995,zemin kayması
https://www.aa.com.tr/tr/gundem/afad-baskani-memis-bina-deprem-yonetmeliginin-calismalarini-tamamladik/3355265,zemin hareketi
https://www.aa.com.tr/tr/gundem/afad-boludaki-4-8-buyuklugundeki-depremin-marmara-denizindeki-faylari-tetiklemesi-soz-konusu-degildir/2847467,kaya düşmesi
https://www.aa.com.tr/tr/gundem/afad-sel-aninda-ve-sonrasinda-yapilmasi-gerekenlere-iliskin-uyarilar-paylasti/2313768,çamur akıntısı
https://www.aa.com.tr/tr/gundem/afad-sirnakta-yamactaki-koylerde-riskli-kayalari-dronla-tespit-etti/2805515,kaya düşmesi
https://www.aa.com.tr/tr/gundem/afad-turkiyenin-afet-risk-haritasini-cikardi/2501376,kaya düşmesi
https://www.aa.com.tr/tr/gundem/afaddan-15-il-icin-turuncu-15-il-icin-sari-kodlu-saganak-uyarisi/2941044,kaya düşmesi
https://www.aa.com.tr/tr/gundem/afaddan-sirnak-tasdelen-koyunu-tehlikeden-koruyan-mudahale-/3296388,kaya düşmesi
https://www.aa.com.tr/tr/gundem/afyonkarahisarda-heyelanda-iki-arac-toprak-altinda-kaldi-1-kisi-oldu-1-kisi-yaralandi/2921560,"toprak çökmesi,kaya kayması"
https://www.aa.com.tr/tr/gundem/afyonkarahisarda-yolcu-otobusu-devrildi-8-olu-35-yarali/2806482,"kaya yuvarlanması,kaya devrilmesi"
https://www.aa.com.tr/tr/gundem/agri-daginda-sehit-olan-askerin-mezari-genelkurmay-arsivi-incelenerek-bulundu/3001016,kaya yuvarlanması
https://www.aa.com.tr/tr/gundem/agri-daginin-zirvesini-kaplayan-takke-buzulu-kuresel-isinmanin-etkisiyle-kuculuyor/2986507,çamur akıntısı
https://www.aa.com.tr/tr/gundem/ak-parti-genel-baskan-yardimcisi-kaya-her-kesimden-vatandasimizin-yanindayiz/3353274,kaya düşmesi
https://www.aa.com.tr/tr/gundem/akcakoca-sahilleri-selin-tasidigi-agac-parcalariyla-doldu/2943816,toprak sürüklenmesi
https://www.aa.com.tr/tr/gundem/akkuyu-ngs-iscilerini-tasiyan-otobus-devrildi/2509538,"kaya yuvarlanması,kaya devrilmesi"
https://www.aa.com.tr/tr/gundem/aksaray-da-saganak-ihlara-vadisi-cikisinda-kaya-dusmesine-neden-oldu/2579910,kaya düşmesi
https://www.aa.com.tr/tr/gundem/aksarayda-otomobilin-devrildigi-kazada-6-kisi-yaralandi/3212232,"kaya yuvarlanması,kaya devrilmesi"
https://www.aa.com.tr/tr/gundem/aksarayda-otomobilin-devrildigi-kazada-6-kisi-yaralandi/3212232#!,"kaya yuvarlanması,kaya devrilmesi"
https://www.aa.com.tr/tr/gundem/akyurtta-selin-ardindan-temizlik-calismalari-devam-ediyor/2612107,"çamur akması,moloz akıntısı,moloz akması,çamur akıntısı"
https://www.aa.com.tr/tr/gundem/alaplida-heyelan-nedeniyle-bazi-yayla-yollari-ulasima-kapandi/2623543,heyelan
https://www.aa.com.tr/tr/gundem/altin-madenindeki-toprak-kaymasindan-saatler-once-alanda-gorulen-catlaklar-zanlilarin-ifadelerinde/3142411,"toprak çökmesi,toprak hareketi,toprak kayması,yer çökmesi,yer kayması,zemin kayması"
https://www.aa.com.tr/tr/gundem/amanos-daglarindaki-tarihi-salen-kalesi-de-depremlerde-zarar-gordu/2854597,kaya düşmesi
https://www.aa.com.tr/tr/gundem/amasyada-hes-alaninda-heyelan/3304814,heyelan
https://www.aa.com.tr/tr/gundem/amasyada-heyelan-kameraya-yansidi/2915746,heyelan
https://www.aa.com.tr/tr/gundem/anadolu-otoyolu-bolu-dagi-tuneli-istanbul-yonu-heyelan-riski-nedeniyle-kapatildi/3055749,heyelan
https://www.aa.com.tr/tr/gundem/anda-arama-kurtarma-ekipleri-yangindan-cikip-sel-felaketine-yetisti/2337677,toprak sürüklenmesi
https://www.aa.com.tr/tr/gundem/ankara-zonguldak-yolu-bolu-kesimindeki-heyelan-nedeniyle-tek-yonlu-trafige-kapatildi/2918429,heyelan
https://www.aa.com.tr/tr/gundem/ankara-zonguldak-yolu-heyelan-nedeniyle-trafige-kapatildi/2553638,heyelan
https://www.aa.com.tr/tr/gundem/anne-ile-iletisim-eksikligi-cocuklarda-teknoloji-bagimliligina-zemin-hazirliyor/3297662,zemin hareketi
https://www.aa.com.tr/tr/gundem/antalya-turizminde-son-yillarin-en-hareketli-ekim-ayinin-gecirilmesi-bekleniyor/3323069,yer hareketleri
https://www.aa.com.tr/tr/gundem/antalyada-firtina-ve-yagis-hayati-olumsuz-etkiledi/3065188,çamur akması
https://www.aa.com.tr/tr/gundem/antalyada-heyelan-sonucu-caya-suruklenen-aracta-mahsur-kalan-3-kisi-kurtarildi/2463562,"toprak sürüklenmesi,heyelan"
https://www.aa.com.tr/tr/gundem/antalyada-heyelan-sonucu-caya-suruklenen-aracta-mahsur-kalan-3-kisi-kurtarildi/2463562#!,toprak sürüklenmesi
https://www.aa.com.tr/tr/gundem/antalyada-kuvvetli-ruzgar-ve-yagis-etkili-oluyor/2492611,kaya çökmesi
https://www.aa.com.tr/tr/gundem/antalyada-midibus-ve-otomobilin-carpismasi-sonucu-29-kisi-yaralandi/3188002,kaya yuvarlanması
https://www.aa.com.tr/tr/gundem/ardahanda-guvenli-ulasim-icin-bolunmus-yollar-yapiliyor-heyelan-duvarlari-oruluyor/3265772,heyelan
https://www.aa.com.tr/tr/gundem/arnavutkoyde-yan-tarafindaki-insaat-calismasi-sirasinda-kayma-meydana-gelen-4-katli-bina-tahliye-edildi/2991743,zemin kayması
https://www.aa.com.tr/tr/gundem/artvin-ardahan-kara-yolunda-heyelan-meydana-geldi/3066535,heyelan
https://www.aa.com.tr/tr/gundem/artvin-ardahan-kara-yolunda-heyelan-nedeniyle-ulasim-tek-seritten-saglaniyor/3137841,heyelan
https://www.aa.com.tr/tr/gundem/artvin-erzurum-kara-yolunda-ulasim-tek-seritten-kontrollu-saglaniyor/3183271,"kaya düşmesi,kaya kayması"
https://www.aa.com.tr/tr/gundem/artvin-erzurum-karayolu-heyelan-nedeniyle-ulasima-kapandi/2329400,heyelan
https://www.aa.com.tr/tr/gundem/artvin-hopa-kara-yolu-heyelan-nedeniyle-ulasima-kapandi/3133719,heyelan
https://www.aa.com.tr/tr/gundem/artvinde-heyelan-nedeniyle-kapanan-kara-yollari-kontrollu-ulasima-acildi/3130003,toprak sürüklenmesi
https://www.aa.com.tr/tr/gundem/artvinde-heyelan-nedeniyle-kapanan-koy-yollari-ulasima-acildi/3007529,heyelan
https://www.aa.com.tr/tr/gundem/artvinde-heyelan-riski-nedeniyle-2-bina-tahliye-edildi/2828792,"zemin kayması,heyelan"
https://www.aa.com.tr/tr/gundem/artvinde-heyelan-ve-taskinlar-nedeniyle-kapanan-32-koy-yolu-ulasima-acildi/3332759,heyelan
https://www.aa.com.tr/tr/gundem/artvinde-kara-yolundaki-heyelan-ani-guvenlik-kamerasina-yansidi/2710274,heyelan
https://www.aa.com.tr/tr/gundem/artvinde-kara-yolundaki-heyelan-kameraya-yansidi/2978181,heyelan
https://www.aa.com.tr/tr/gundem/artvinde-kara-yolundaki-tirlarin-uzerine-kaya-dusmesi-sonucu-1-kisi-oldu/2627543,kaya düşmesi
https://www.aa.com.tr/tr/gundem/artvinde-yamactan-kopan-kaya-kutlesi-su-degirmenini-yikti-tarim-arazisine-zarar-verdi/2831150,"yamaç kayması,kaya düşmesi,kaya kayması"
https://www.aa.com.tr/tr/gundem/artvinde-yamactan-kopan-kaya-ve-toprak-kutlesi-4-eve-zarar-verdi/3282023,"yamaç kayması,heyelan,kaya kayması"
https://www.aa.com.tr/tr/gundem/atama-kararlari-resmi-gazetede/2573903,kaya kayması
https://www.aa.com.tr/tr/gundem/avcilarda-bir-insaatin-temeli-kazilirken-bitisikteki-kaldirim-ve-yol-kismen-coktu/2742032,yer çökmesi
https://www.aa.com.tr/tr/gundem/aydinda-sel-sularina-kapilan-kisinin-cansiz-bedeni-5-gun-sonra-bulundu/3048840,toprak sürüklenmesi
https://www.aa.com.tr/tr/gundem/aydinda-sele-kapilan-3-kisi-oldu/3044143,toprak sürüklenmesi
https://www.aa.com.tr/tr/gundem/bagcilarda-saganak-nedeniyle-su-altinda-kalan-araclar-kurtariliyor/2636072,toprak sürüklenmesi
https://www.aa.com.tr/tr/gundem/bahcelievlerde-4-katli-binanin-catisinda-cokme/3259913,zemin çökmesi
https://www.aa.com.tr/tr/gundem/bahcelievlerde-kismen-coken-7-katli-binanin-kontrollu-yikimi-tamamlandi/3259424,"yer çökmesi,zemin çökmesi"
